HOG_GENE_A	HOG_GENE_B	COMP_GENE_A	COMP_GENE_B
HOG0014785	HOG0017493	AT1G14000	AT3G47630
HOG0014785	HOG0017496	AT1G14000	AT5G63690
HOG0014785	HOG0017556	AT1G14000	AT4G00560
HOG0014785	HOG0017564	AT1G14000	AT3G54010
HOG0014785	HOG0017816	AT1G14000	AT2G40490
HOG0014785	HOG0017854	AT1G14000	AT4G29400
HOG0014785	HOG0017976	AT1G14000	AT4G01037
HOG0014785	HOG0017979	AT1G14000	AT4G20310
HOG0014785	HOG0017985	AT1G14000	AT5G62840
HOG0014785	HOG0018033	AT1G14000	AT3G26710
HOG0014785	HOG0018039	AT1G14000	AT5G59610
HOG0014785	HOG0018219	AT1G14000	AT1G33810
HOG0014785	HOG0018532	AT1G14000	AT4G36530
HOG0014785	HOG0018586	AT1G14000	AT1G30950
HOG0014785	HOG0018872	AT1G14000	AT1G18850
HOG0014785	HOG0018909	AT1G14000	AT4G38213
HOG0014785	HOG0019023	AT1G14000	AT5G58575
HOG0014786	HOG0015544	AT1G71410	AT3G02300
HOG0014786	HOG0016628	AT1G71410	AT3G01380
HOG0014786	HOG0017549	AT1G71410	AT2G17140
HOG0014786	HOG0018060	AT1G71410	AT1G71460
HOG0014786	HOG0019000	AT1G71410	AT4G30700
HOG0014786	HOG0019473	AT1G71410	AT1G55590
HOG0014787	HOG0016522	AT1G15200	AT2G19340
HOG0014787	HOG0017516	AT1G15200	AT5G49800
HOG0014788	HOG0017009	AT1G65320	AT2G34650
HOG0014788	HOG0017423	AT1G65320	AT5G56900
HOG0014788	HOG0017946	AT1G65320	AT1G12330
HOG0014788	HOG0018243	AT1G65320	AT1G50575
HOG0014788	HOG0019072	AT1G65320	AT4G37445
HOG0014788	HOG0020984	AT1G65320	AT5G17630
HOG0014790	HOG0015067	AT3G51270	AT5G10080
HOG0014790	HOG0015433	AT3G51270	AT2G25100
HOG0014790	HOG0015440	AT3G51270	AT3G63490
HOG0014790	HOG0015768	AT3G51270	AT1G48300
HOG0014790	HOG0016441	AT3G51270	AT5G49555
HOG0014790	HOG0017865	AT3G51270	AT5G62140
HOG0014790	HOG0017876	AT3G51270	AT5G53930
HOG0014790	HOG0018095	AT3G51270	AT3G58460
HOG0014790	HOG0019057	AT3G51270	AT5G35100
HOG0014790	HOG0019124	AT3G51270	AT5G51310
HOG0014794	HOG0015609	AT1G18660	AT2G24270
HOG0014794	HOG0015708	AT1G18660	AT3G13226
HOG0014794	HOG0015745	AT1G18660	AT5G14800
HOG0014794	HOG0016216	AT1G18660	AT1G30070
HOG0014794	HOG0016627	AT1G18660	AT4G37030
HOG0014794	HOG0017418	AT1G18660	AT5G46250
HOG0014794	HOG0017841	AT1G18660	AT1G74240
HOG0014794	HOG0018134	AT1G18660	AT3G63170
HOG0014799	HOG0014936	AT1G22850	AT5G03080
HOG0014799	HOG0015212	AT1G22850	AT4G02090
HOG0014799	HOG0015229	AT1G22850	AT3G60620
HOG0014799	HOG0015332	AT1G22850	AT2G18410
HOG0014799	HOG0015338	AT1G22850	AT2G19880
HOG0014799	HOG0015578	AT1G22850	AT4G21520
HOG0014799	HOG0015630	AT1G22850	AT3G25690
HOG0014799	HOG0015672	AT1G22850	AT4G33350
HOG0014799	HOG0015723	AT1G22850	AT3G19720
HOG0014799	HOG0015817	AT1G22850	AT5G15920
HOG0014799	HOG0015901	AT1G22850	AT3G08780
HOG0014799	HOG0015905	AT1G22850	AT5G21060
HOG0014799	HOG0016112	AT1G22850	AT3G13450
HOG0014799	HOG0016204	AT1G22850	AT4G16450
HOG0014799	HOG0016219	AT1G22850	AT2G31040
HOG0014799	HOG0016277	AT1G22850	AT1G25580
HOG0014799	HOG0016359	AT1G22850	AT3G52905
HOG0014799	HOG0016613	AT1G22850	AT1G09740
HOG0014799	HOG0016780	AT1G22850	AT2G41945
HOG0014799	HOG0016844	AT1G22850	AT1G14620
HOG0014799	HOG0016930	AT1G22850	AT3G09150
HOG0014799	HOG0016954	AT1G22850	AT4G29490
HOG0014799	HOG0016957	AT1G22850	AT2G01320
HOG0014799	HOG0017033	AT1G22850	AT1G05385
HOG0014799	HOG0017077	AT1G22850	AT1G29700
HOG0014799	HOG0017095	AT1G22850	AT5G64670
HOG0014799	HOG0017222	AT1G22850	AT1G49350
HOG0014799	HOG0017304	AT1G22850	AT1G51110
HOG0014799	HOG0017330	AT1G22850	AT1G54650
HOG0014799	HOG0017344	AT1G22850	AT3G55250
HOG0014799	HOG0017437	AT1G22850	AT5G10700
HOG0014799	HOG0017481	AT1G22850	AT5G51010
HOG0014799	HOG0017540	AT1G22850	AT3G56330
HOG0014799	HOG0017844	AT1G22850	AT5G08710
HOG0014799	HOG0018022	AT1G22850	AT4G27700
HOG0014799	HOG0018035	AT1G22850	AT5G27560
HOG0014799	HOG0018377	AT1G22850	AT2G21710
HOG0014799	HOG0018421	AT1G22850	AT4G19985
HOG0014799	HOG0018726	AT1G22850	AT2G46850
HOG0014799	HOG0019023	AT1G22850	AT5G58575
HOG0014799	HOG0019029	AT1G22850	AT3G49650
HOG0014799	HOG0019254	AT1G22850	AT4G19350
HOG0014799	HOG0019333	AT1G22850	AT3G55820
HOG0014800	HOG0015595	AT1G04635	AT5G47380
HOG0014800	HOG0015772	AT1G04635	AT2G31300
HOG0014800	HOG0016194	AT1G04635	AT2G34860
HOG0014800	HOG0016218	AT1G04635	AT1G60640
HOG0014800	HOG0016409	AT1G04635	AT5G16890
HOG0014800	HOG0017048	AT1G04635	AT5G10605
HOG0014800	HOG0017524	AT1G04635	AT3G25120
HOG0014800	HOG0019293	AT1G04635	AT4G18593
HOG0014802	HOG0016339	AT3G61570	AT5G19150
HOG0014802	HOG0021406	AT3G61570	AT4G32560
HOG0014803	HOG0014813	AT5G22080	AT5G20520
HOG0014803	HOG0015196	AT5G22080	AT5G48970
HOG0014803	HOG0015269	AT5G22080	AT2G32090
HOG0014803	HOG0015773	AT5G22080	AT4G34700
HOG0014803	HOG0015868	AT5G22080	AT3G44380
HOG0014803	HOG0016156	AT5G22080	AT1G15390
HOG0014803	HOG0016454	AT5G22080	AT3G24650
HOG0014803	HOG0016460	AT5G22080	AT2G31840
HOG0014803	HOG0016534	AT5G22080	AT3G10220
HOG0014803	HOG0016677	AT5G22080	AT3G60370
HOG0014803	HOG0016869	AT5G22080	AT1G02410
HOG0014803	HOG0017189	AT5G22080	AT4G10050
HOG0014803	HOG0017271	AT5G22080	AT1G27530
HOG0014803	HOG0017346	AT5G22080	AT5G53310
HOG0014803	HOG0017389	AT5G22080	AT4G38150
HOG0014803	HOG0017429	AT5G22080	AT2G37680
HOG0014803	HOG0017493	AT5G22080	AT3G47630
HOG0014803	HOG0017556	AT5G22080	AT4G00560
HOG0014803	HOG0017564	AT5G22080	AT3G54010
HOG0014803	HOG0017825	AT5G22080	AT3G16990
HOG0014803	HOG0017870	AT5G22080	AT4G17550
HOG0014803	HOG0017979	AT5G22080	AT4G20310
HOG0014803	HOG0017985	AT5G22080	AT5G62840
HOG0014803	HOG0018056	AT5G22080	AT1G44960
HOG0014803	HOG0018158	AT5G22080	AT5G15390
HOG0014803	HOG0018219	AT5G22080	AT1G33810
HOG0014803	HOG0018476	AT5G22080	AT4G22000
HOG0014803	HOG0018532	AT5G22080	AT4G36530
HOG0014803	HOG0018586	AT5G22080	AT1G30950
HOG0014803	HOG0018619	AT5G22080	AT2G39470
HOG0014803	HOG0018695	AT5G22080	AT5G42370
HOG0014803	HOG0018738	AT5G22080	AT5G46580
HOG0014803	HOG0019094	AT5G22080	AT1G33290
HOG0014803	HOG0019146	AT5G22080	AT5G18390
HOG0014803	HOG0019644	AT5G22080	AT4G14870
HOG0014805	HOG0015299	AT3G07190	AT5G60960
HOG0014805	HOG0016210	AT3G07190	AT1G78620
HOG0014805	HOG0016396	AT3G07190	AT3G15550
HOG0014805	HOG0017090	AT3G07190	AT1G08480
HOG0014805	HOG0017360	AT3G07190	AT5G51880
HOG0014807	HOG0018321	AT4G08540	AT5G04910
HOG0014808	HOG0015600	AT3G54660	AT2G32920
HOG0014809	HOG0015693	AT5G38630	AT3G10690
HOG0014810	HOG0014926	AT4G06599	AT5G64330
HOG0014810	HOG0015180	AT4G06599	AT1G50020
HOG0014810	HOG0017280	AT4G06599	AT2G07340
HOG0014810	HOG0017379	AT4G06599	AT3G09925
HOG0014810	HOG0018099	AT4G06599	AT3G45020
HOG0014810	HOG0018563	AT4G06599	AT4G13700
HOG0014811	HOG0017384	AT3G20920	AT1G59840
HOG0014813	HOG0014866	AT5G20520	AT5G06220
HOG0014813	HOG0015773	AT5G20520	AT4G34700
HOG0014813	HOG0015831	AT5G20520	AT1G27070
HOG0014813	HOG0015912	AT5G20520	AT1G03687
HOG0014813	HOG0016032	AT5G20520	AT5G12320
HOG0014813	HOG0016046	AT5G20520	AT3G04970
HOG0014813	HOG0016156	AT5G20520	AT1G15390
HOG0014813	HOG0016400	AT5G20520	AT3G18524
HOG0014813	HOG0016403	AT5G20520	AT4G09750
HOG0014813	HOG0017271	AT5G20520	AT1G27530
HOG0014813	HOG0017346	AT5G20520	AT5G53310
HOG0014813	HOG0017429	AT5G20520	AT2G37680
HOG0014813	HOG0017556	AT5G20520	AT4G00560
HOG0014813	HOG0017564	AT5G20520	AT3G54010
HOG0014813	HOG0017816	AT5G20520	AT2G40490
HOG0014813	HOG0017830	AT5G20520	AT4G19440
HOG0014813	HOG0017854	AT5G20520	AT4G29400
HOG0014813	HOG0017870	AT5G20520	AT4G17550
HOG0014813	HOG0017979	AT5G20520	AT4G20310
HOG0014813	HOG0018336	AT5G20520	AT5G48170
HOG0014813	HOG0018586	AT5G20520	AT1G30950
HOG0014813	HOG0018735	AT5G20520	AT5G47510
HOG0014813	HOG0018909	AT5G20520	AT4G38213
HOG0014813	HOG0019041	AT5G20520	AT4G08940
HOG0014814	HOG0016980	AT4G31770	AT1G73720
HOG0014814	HOG0018322	AT4G31770	AT1G07645
HOG0014814	HOG0018376	AT4G31770	AT5G15170
HOG0014814	HOG0018476	AT4G31770	AT4G22000
HOG0014816	HOG0017210	AT3G13440	AT1G07320
HOG0014816	HOG0017364	AT3G13440	AT4G24175
HOG0014816	HOG0018124	AT3G13440	AT5G02250
HOG0014816	HOG0018249	AT3G13440	AT4G30825
HOG0014816	HOG0019177	AT3G13440	AT5G48840
HOG0014819	HOG0016049	AT3G54300	AT5G13530
HOG0014819	HOG0016344	AT3G54300	AT1G21640
HOG0014819	HOG0017553	AT3G54300	AT4G00060
HOG0014820	HOG0015433	AT1G30460	AT2G25100
HOG0014820	HOG0016523	AT1G30460	AT2G32000
HOG0014820	HOG0016784	AT1G30460	AT5G39830
HOG0014820	HOG0018075	AT1G30460	AT3G57190
HOG0014820	HOG0018081	AT1G30460	AT4G30720
HOG0014822	HOG0015773	AT5G50350	AT4G34700
HOG0014823	HOG0015088	AT4G30900	AT1G29220
HOG0014823	HOG0015183	AT4G30900	AT3G27120
HOG0014823	HOG0015220	AT4G30900	AT2G45520
HOG0014823	HOG0015544	AT4G30900	AT3G02300
HOG0014823	HOG0015697	AT4G30900	AT4G02460
HOG0014823	HOG0015763	AT4G30900	AT2G40190
HOG0014823	HOG0015806	AT4G30900	AT5G58720
HOG0014823	HOG0015813	AT4G30900	AT4G01860
HOG0014823	HOG0015860	AT4G30900	AT2G15860
HOG0014823	HOG0015880	AT4G30900	AT1G03760
HOG0014823	HOG0016133	AT4G30900	AT1G16870
HOG0014823	HOG0016161	AT4G30900	AT4G21710
HOG0014823	HOG0016165	AT4G30900	AT4G12230
HOG0014823	HOG0016182	AT4G30900	AT5G64050
HOG0014823	HOG0016247	AT4G30900	AT5G55540
HOG0014823	HOG0016331	AT4G30900	AT1G30520
HOG0014823	HOG0016408	AT4G30900	AT2G31955
HOG0014823	HOG0016457	AT4G30900	AT2G32520
HOG0014823	HOG0016727	AT4G30900	AT5G66960
HOG0014823	HOG0016814	AT4G30900	AT3G20780
HOG0014823	HOG0016834	AT4G30900	AT3G21350
HOG0014823	HOG0016848	AT4G30900	AT1G49590
HOG0014823	HOG0016902	AT4G30900	AT1G11750
HOG0014823	HOG0016959	AT4G30900	AT5G41480
HOG0014823	HOG0016991	AT4G30900	AT2G03390
HOG0014823	HOG0017595	AT4G30900	AT3G17205
HOG0014823	HOG0017669	AT4G30900	AT3G05345
HOG0014823	HOG0017691	AT4G30900	AT1G02020
HOG0014823	HOG0018100	AT4G30900	AT1G04010
HOG0014823	HOG0018195	AT4G30900	AT1G09280
HOG0014823	HOG0018339	AT4G30900	AT5G39250
HOG0014823	HOG0018610	AT4G30900	AT3G52220
HOG0014823	HOG0018750	AT4G30900	AT4G16700
HOG0014823	HOG0019272	AT4G30900	AT3G13682
HOG0014823	HOG0019855	AT4G30900	AT2G28105
HOG0014823	HOG0020367	AT4G30900	AT4G23050
HOG0014824	HOG0015269	AT5G08280	AT2G32090
HOG0014824	HOG0015704	AT5G08280	AT3G05250
HOG0014824	HOG0016126	AT5G08280	AT1G30380
HOG0014824	HOG0016798	AT5G08280	AT4G33870
HOG0014824	HOG0018418	AT5G08280	AT2G47910
HOG0014824	HOG0019103	AT5G08280	AT2G41530
HOG0014824	HOG0019285	AT5G08280	AT1G08530
HOG0014827	HOG0015180	AT3G16810	AT1G50020
HOG0014827	HOG0020624	AT3G16810	AT1G23450
HOG0014831	HOG0014996	AT2G25920	AT3G59870
HOG0014831	HOG0015061	AT2G25920	AT1G63680
HOG0014831	HOG0015620	AT2G25920	AT4G09680
HOG0014831	HOG0015714	AT2G25920	AT1G53050
HOG0014831	HOG0015844	AT2G25920	AT3G20390
HOG0014831	HOG0015932	AT2G25920	AT4G01670
HOG0014831	HOG0016278	AT2G25920	AT5G19630
HOG0014831	HOG0016401	AT2G25920	AT5G41760
HOG0014831	HOG0016709	AT2G25920	AT5G40570
HOG0014831	HOG0017324	AT2G25920	AT5G19850
HOG0014831	HOG0017423	AT2G25920	AT5G56900
HOG0014831	HOG0017592	AT2G25920	AT1G77350
HOG0014831	HOG0017720	AT2G25920	AT4G09730
HOG0014831	HOG0017743	AT2G25920	AT5G59900
HOG0014831	HOG0018018	AT2G25920	AT4G39620
HOG0014831	HOG0018485	AT2G25920	AT1G05055
HOG0014831	HOG0018653	AT2G25920	AT2G16070
HOG0014831	HOG0019159	AT2G25920	AT1G44790
HOG0014831	HOG0020984	AT2G25920	AT5G17630
HOG0014832	HOG0015202	AT2G40000	AT5G16420
HOG0014832	HOG0016767	AT2G40000	AT5G52110
HOG0014832	HOG0016804	AT2G40000	AT4G30840
HOG0014832	HOG0016846	AT2G40000	AT2G07690
HOG0014832	HOG0017339	AT2G40000	AT4G33060
HOG0014832	HOG0017948	AT2G40000	AT4G13450
HOG0014832	HOG0018081	AT2G40000	AT4G30720
HOG0014833	HOG0014999	AT5G09680	AT1G04890
HOG0014834	HOG0015271	AT2G31400	AT5G44550
HOG0014834	HOG0015785	AT2G31400	AT1G19370
HOG0014835	HOG0017091	AT4G13370	AT2G43980
HOG0014835	HOG0019065	AT4G13370	AT5G64230
HOG0014835	HOG0019897	AT4G13370	AT5G53860
HOG0014842	HOG0014866	AT2G43410	AT5G06220
HOG0014842	HOG0015184	AT2G43410	AT5G51020
HOG0014842	HOG0015831	AT2G43410	AT1G27070
HOG0014842	HOG0016032	AT2G43410	AT5G12320
HOG0014842	HOG0016156	AT2G43410	AT1G15390
HOG0014842	HOG0016231	AT2G43410	AT5G57900
HOG0014842	HOG0016399	AT2G43410	AT5G20050
HOG0014842	HOG0016490	AT2G43410	AT4G26980
HOG0014842	HOG0016869	AT2G43410	AT1G02410
HOG0014842	HOG0017271	AT2G43410	AT1G27530
HOG0014842	HOG0017377	AT2G43410	AT1G75690
HOG0014842	HOG0017389	AT2G43410	AT4G38150
HOG0014842	HOG0017429	AT2G43410	AT2G37680
HOG0014842	HOG0017496	AT2G43410	AT5G63690
HOG0014842	HOG0017507	AT2G43410	AT3G25470
HOG0014842	HOG0017556	AT2G43410	AT4G00560
HOG0014842	HOG0017854	AT2G43410	AT4G29400
HOG0014842	HOG0017979	AT2G43410	AT4G20310
HOG0014842	HOG0018219	AT2G43410	AT1G33810
HOG0014842	HOG0018532	AT2G43410	AT4G36530
HOG0014842	HOG0018586	AT2G43410	AT1G30950
HOG0014842	HOG0018909	AT2G43410	AT4G38213
HOG0014843	HOG0015265	AT1G49170	AT4G14930
HOG0014843	HOG0015748	AT1G49170	AT5G01340
HOG0014843	HOG0015884	AT1G49170	AT1G63270
HOG0014843	HOG0016141	AT1G49170	AT2G42770
HOG0014843	HOG0016169	AT1G49170	AT3G02690
HOG0014843	HOG0016310	AT1G49170	AT2G33560
HOG0014843	HOG0016836	AT1G49170	AT5G47810
HOG0014843	HOG0016950	AT1G49170	AT2G25620
HOG0014843	HOG0016989	AT1G49170	AT5G54980
HOG0014843	HOG0017511	AT1G49170	AT4G04190
HOG0014843	HOG0017552	AT1G49170	AT5G51570
HOG0014843	HOG0017587	AT1G49170	AT1G61770
HOG0014843	HOG0017692	AT1G49170	AT5G11810
HOG0014843	HOG0018395	AT1G49170	AT5G51110
HOG0014843	HOG0019259	AT1G49170	AT5G52810
HOG0014843	HOG0020117	AT1G49170	AT1G10550
HOG0014843	HOG0020321	AT1G49170	AT4G14170
HOG0014845	HOG0015539	AT4G14385	AT5G52520
HOG0014846	HOG0015053	AT1G03050	AT4G16535
HOG0014846	HOG0015092	AT1G03050	AT3G62330
HOG0014846	HOG0015832	AT1G03050	AT4G37190
HOG0014846	HOG0016081	AT1G03050	AT2G44760
HOG0014846	HOG0016331	AT1G03050	AT1G30520
HOG0014846	HOG0016479	AT1G03050	AT5G03430
HOG0014846	HOG0016671	AT1G03050	AT5G03770
HOG0014846	HOG0016760	AT1G03050	AT2G35920
HOG0014846	HOG0016875	AT1G03050	AT1G74120
HOG0014846	HOG0017105	AT1G03050	AT5G16810
HOG0014846	HOG0017340	AT1G03050	AT1G17160
HOG0014846	HOG0017473	AT1G03050	AT1G75010
HOG0014846	HOG0017550	AT1G03050	AT2G16790
HOG0014846	HOG0018374	AT1G03050	AT5G42760
HOG0014846	HOG0018533	AT1G03050	AT5G57040
HOG0014846	HOG0019075	AT1G03050	AT4G18010
HOG0014846	HOG0019272	AT1G03050	AT3G13682
HOG0014847	HOG0016715	AT1G33990	AT5G14220
HOG0014848	HOG0015330	AT5G11900	AT2G47770
HOG0014848	HOG0015335	AT5G11900	AT2G30710
HOG0014848	HOG0015628	AT5G11900	AT2G34200
HOG0014848	HOG0015797	AT5G11900	AT1G53330
HOG0014848	HOG0016113	AT5G11900	AT2G28130
HOG0014848	HOG0016146	AT5G11900	AT1G34000
HOG0014848	HOG0016316	AT5G11900	AT5G49970
HOG0014848	HOG0016323	AT5G11900	AT2G41720
HOG0014848	HOG0016621	AT5G11900	AT4G18520
HOG0014848	HOG0017186	AT5G11900	AT1G21370
HOG0014848	HOG0017523	AT5G11900	AT5G63770
HOG0014848	HOG0017548	AT5G11900	AT1G06440
HOG0014848	HOG0017635	AT5G11900	AT4G10030
HOG0014848	HOG0017925	AT5G11900	AT5G11550
HOG0014848	HOG0017969	AT5G11900	AT1G09157
HOG0014848	HOG0018049	AT5G11900	AT5G21430
HOG0014848	HOG0018331	AT5G11900	AT3G49890
HOG0014848	HOG0018404	AT5G11900	AT3G04550
HOG0014848	HOG0018731	AT5G11900	AT5G03910
HOG0014848	HOG0018900	AT5G11900	AT1G34160
HOG0014848	HOG0019009	AT5G11900	AT2G47450
HOG0014848	HOG0019261	AT5G11900	AT2G17705
HOG0014850	HOG0016917	AT5G64630	AT2G36835
HOG0014851	HOG0014963	AT3G59690	AT5G43430
HOG0014851	HOG0018122	AT3G59690	AT1G46480
HOG0014851	HOG0018449	AT3G59690	AT1G79490
HOG0014852	HOG0015117	AT3G12280	AT1G77680
HOG0014852	HOG0015372	AT3G12280	AT1G02670
HOG0014852	HOG0015685	AT3G12280	AT1G77220
HOG0014852	HOG0015870	AT3G12280	AT5G36890
HOG0014852	HOG0015957	AT3G12280	AT5G65860
HOG0014852	HOG0016130	AT3G12280	AT4G03240
HOG0014852	HOG0016334	AT3G12280	AT2G18760
HOG0014852	HOG0016503	AT3G12280	AT5G58370
HOG0014852	HOG0016769	AT3G12280	AT4G10760
HOG0014852	HOG0016820	AT3G12280	AT3G14580
HOG0014852	HOG0016843	AT3G12280	AT5G55220
HOG0014852	HOG0017289	AT3G12280	AT1G65380
HOG0014852	HOG0018124	AT3G12280	AT5G02250
HOG0014852	HOG0018358	AT3G12280	AT1G77230
HOG0014852	HOG0019133	AT3G12280	AT4G12760
HOG0014852	HOG0019301	AT3G12280	AT2G35140
HOG0014852	HOG0020101	AT3G12280	AT2G46920
HOG0014854	HOG0016127	AT1G02965	AT4G37480
HOG0014854	HOG0016295	AT1G02965	AT2G35360
HOG0014854	HOG0016917	AT1G02965	AT2G36835
HOG0014854	HOG0017007	AT1G02965	AT4G17240
HOG0014854	HOG0017281	AT1G02965	AT5G65685
HOG0014854	HOG0017434	AT1G02965	AT4G26965
HOG0014854	HOG0017638	AT1G02965	AT4G09620
HOG0014854	HOG0017657	AT1G02965	AT5G35400
HOG0014854	HOG0017884	AT1G02965	AT4G17010
HOG0014854	HOG0018053	AT1G02965	AT5G22620
HOG0014854	HOG0018349	AT1G02965	AT5G66160
HOG0014854	HOG0018396	AT1G02965	AT2G45530
HOG0014857	HOG0016279	AT4G22720	AT4G38160
HOG0014857	HOG0017899	AT4G22720	AT1G11545
HOG0014866	HOG0015010	AT5G06220	AT5G59470
HOG0014866	HOG0015184	AT5G06220	AT5G51020
HOG0014866	HOG0015196	AT5G06220	AT5G48970
HOG0014866	HOG0015241	AT5G06220	AT1G68400
HOG0014866	HOG0015426	AT5G06220	AT5G04520
HOG0014866	HOG0015454	AT5G06220	AT2G40840
HOG0014866	HOG0015472	AT5G06220	AT5G66770
HOG0014866	HOG0015614	AT5G06220	AT1G16020
HOG0014866	HOG0015773	AT5G06220	AT4G34700
HOG0014866	HOG0015784	AT5G06220	AT4G00590
HOG0014866	HOG0015831	AT5G06220	AT1G27070
HOG0014866	HOG0016032	AT5G06220	AT5G12320
HOG0014866	HOG0016046	AT5G06220	AT3G04970
HOG0014866	HOG0016093	AT5G06220	AT2G32500
HOG0014866	HOG0016139	AT5G06220	AT3G48195
HOG0014866	HOG0016156	AT5G06220	AT1G15390
HOG0014866	HOG0016399	AT5G06220	AT5G20050
HOG0014866	HOG0016403	AT5G06220	AT4G09750
HOG0014866	HOG0016446	AT5G06220	AT4G36980
HOG0014866	HOG0016534	AT5G06220	AT3G10220
HOG0014866	HOG0016806	AT5G06220	AT3G46200
HOG0014866	HOG0016869	AT5G06220	AT1G02410
HOG0014866	HOG0016988	AT5G06220	AT3G29310
HOG0014866	HOG0017183	AT5G06220	AT1G18265
HOG0014866	HOG0017189	AT5G06220	AT4G10050
HOG0014866	HOG0017271	AT5G06220	AT1G27530
HOG0014866	HOG0017282	AT5G06220	AT3G27000
HOG0014866	HOG0017346	AT5G06220	AT5G53310
HOG0014866	HOG0017377	AT5G06220	AT1G75690
HOG0014866	HOG0017389	AT5G06220	AT4G38150
HOG0014866	HOG0017407	AT5G06220	AT5G37530
HOG0014866	HOG0017429	AT5G06220	AT2G37680
HOG0014866	HOG0017468	AT5G06220	AT5G42480
HOG0014866	HOG0017493	AT5G06220	AT3G47630
HOG0014866	HOG0017496	AT5G06220	AT5G63690
HOG0014866	HOG0017556	AT5G06220	AT4G00560
HOG0014866	HOG0017564	AT5G06220	AT3G54010
HOG0014866	HOG0017816	AT5G06220	AT2G40490
HOG0014866	HOG0017825	AT5G06220	AT3G16990
HOG0014866	HOG0017854	AT5G06220	AT4G29400
HOG0014866	HOG0017870	AT5G06220	AT4G17550
HOG0014866	HOG0017968	AT5G06220	AT2G21970
HOG0014866	HOG0017976	AT5G06220	AT4G01037
HOG0014866	HOG0017979	AT5G06220	AT4G20310
HOG0014866	HOG0017993	AT5G06220	AT1G30480
HOG0014866	HOG0018128	AT5G06220	AT2G44620
HOG0014866	HOG0018158	AT5G06220	AT5G15390
HOG0014866	HOG0018194	AT5G06220	AT2G28790
HOG0014866	HOG0018203	AT5G06220	AT4G32690
HOG0014866	HOG0018219	AT5G06220	AT1G33810
HOG0014866	HOG0018494	AT5G06220	AT1G35340
HOG0014866	HOG0018532	AT5G06220	AT4G36530
HOG0014866	HOG0018586	AT5G06220	AT1G30950
HOG0014866	HOG0018695	AT5G06220	AT5G42370
HOG0014866	HOG0018738	AT5G06220	AT5G46580
HOG0014866	HOG0018777	AT5G06220	AT5G35170
HOG0014866	HOG0018809	AT5G06220	AT4G01130
HOG0014866	HOG0018872	AT5G06220	AT1G18850
HOG0014866	HOG0018909	AT5G06220	AT4G38213
HOG0014867	HOG0014883	AT5G10050	AT4G33625
HOG0014867	HOG0015000	AT5G10050	AT3G56120
HOG0014867	HOG0015756	AT5G10050	AT3G17611
HOG0014867	HOG0016269	AT5G10050	AT1G44835
HOG0014867	HOG0016656	AT5G10050	AT1G34630
HOG0014867	HOG0017001	AT5G10050	AT3G04650
HOG0014867	HOG0017067	AT5G10050	AT5G19300
HOG0014867	HOG0017194	AT5G10050	AT5G19500
HOG0014867	HOG0017290	AT5G10050	AT5G40840
HOG0014867	HOG0017506	AT5G10050	AT5G43050
HOG0014867	HOG0017673	AT5G10050	AT1G08960
HOG0014867	HOG0017732	AT5G10050	AT4G19150
HOG0014867	HOG0018460	AT5G10050	AT1G74580
HOG0014867	HOG0018867	AT5G10050	AT3G27420
HOG0014867	HOG0019161	AT5G10050	AT1G08610
HOG0014874	HOG0015459	AT5G41360	AT5G21930
HOG0014874	HOG0015556	AT5G41360	AT1G76080
HOG0014874	HOG0015577	AT5G41360	AT5G37290
HOG0014874	HOG0015812	AT5G41360	AT5G27830
HOG0014874	HOG0015853	AT5G41360	AT3G04710
HOG0014874	HOG0016092	AT5G41360	AT1G52530
HOG0014874	HOG0016145	AT5G41360	AT2G41020
HOG0014874	HOG0016196	AT5G41360	AT2G04620
HOG0014874	HOG0017432	AT5G41360	AT3G06050
HOG0014874	HOG0017667	AT5G41360	AT2G33610
HOG0014874	HOG0017908	AT5G41360	AT1G05577
HOG0014874	HOG0017989	AT5G41360	AT5G57160
HOG0014874	HOG0018139	AT5G41360	AT1G08580
HOG0014874	HOG0018321	AT5G41360	AT5G04910
HOG0014874	HOG0018617	AT5G41360	AT2G40935
HOG0014874	HOG0018751	AT5G41360	AT3G23255
HOG0014874	HOG0019841	AT5G41360	AT5G02770
HOG0014874	HOG0020281	AT5G41360	AT2G44640
HOG0014883	HOG0015059	AT4G33625	AT1G63260
HOG0014883	HOG0015421	AT4G33625	AT1G34770
HOG0014883	HOG0015750	AT4G33625	AT1G08780
HOG0014883	HOG0015756	AT4G33625	AT3G17611
HOG0014883	HOG0017067	AT4G33625	AT5G19300
HOG0014883	HOG0017732	AT4G33625	AT4G19150
HOG0014883	HOG0017926	AT4G33625	AT2G26900
HOG0014883	HOG0018405	AT4G33625	AT4G00030
HOG0014883	HOG0018867	AT4G33625	AT3G27420
HOG0014884	HOG0015569	AT3G23610	AT1G53580
HOG0014884	HOG0016210	AT3G23610	AT1G78620
HOG0014884	HOG0016360	AT3G23610	AT1G17760
HOG0014884	HOG0016396	AT3G23610	AT3G15550
HOG0014884	HOG0016920	AT3G23610	AT2G48120
HOG0014884	HOG0017111	AT3G23610	AT4G01650
HOG0014884	HOG0017360	AT3G23610	AT5G51880
HOG0014884	HOG0018213	AT3G23610	AT3G14900
HOG0014884	HOG0018214	AT3G23610	AT5G11620
HOG0014884	HOG0018488	AT3G23610	AT5G11640
HOG0014884	HOG0019093	AT3G23610	AT1G67840
